MS SubClass,Lot Area,Overall Qual,Mas Vnr Area,Total Bsmt SF,Gr Liv Area,TotRms AbvGrd,Garage Area,Bsmt Full Bath,Full Bath,SalePrice,years_to_sell,Roof Style_Hip,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_StoneBr,Exter Qual Ord,Bsmt Qual Ord,Heating QC Ord,Kitchen Qual Ord,Fireplace Qu Ord
160,1920,5,376.0,765.0,1365,6,440.0,1.0,1,122500,36,0,0,0,0,3,3.0,5,3,0.0
60,10110,6,0.0,835.0,1696,7,542.0,1.0,2,188000,5,0,0,0,0,4,4.0,5,4,0.0
60,10984,7,0.0,945.0,1809,8,638.0,0.0,2,209700,1,0,0,0,0,4,4.0,5,4,0.0
20,14082,8,945.0,2220.0,2234,7,724.0,1.0,1,441929,1,1,0,0,1,4,5.0,5,4,4.0
60,8480,6,120.0,886.0,1680,7,474.0,0.0,2,163000,15,0,0,0,0,4,4.0,5,4,0.0
60,12205,6,157.0,832.0,2087,9,444.0,0.0,2,187500,41,0,0,0,0,3,3.0,4,4,0.0
20,15750,8,260.0,1462.0,1513,5,521.0,1.0,2,220000,10,0,0,0,0,4,4.0,5,4,3.0
20,8050,5,0.0,949.0,1107,5,308.0,1.0,1,127000,40,0,0,0,0,3,3.0,3,4,0.0
20,7200,5,0.0,0.0,827,5,392.0,0.0,1,107500,55,0,0,0,0,3,0.0,5,3,1.0
75,6300,6,0.0,742.0,1484,9,0.0,0.0,2,128000,94,0,0,0,0,3,3.0,5,3,4.0
30,5232,5,0.0,680.0,764,4,504.0,0.0,1,73000,83,0,0,0,0,3,2.0,4,3,0.0
20,11846,9,562.0,1792.0,1792,6,874.0,1.0,2,374000,3,1,0,1,0,4,5.0,5,5,4.0
60,16900,8,1110.0,1479.0,2649,10,746.0,1.0,2,421250,7,0,0,1,0,4,5.0,5,4,3.0
60,9636,6,0.0,808.0,1593,7,389.0,0.0,2,178000,17,0,0,0,0,3,4.0,4,3,3.0
85,10012,4,0.0,1138.0,1181,6,588.0,1.0,2,137500,36,0,0,0,0,3,4.0,3,3,0.0
20,14303,8,554.0,1986.0,1987,7,691.0,1.0,2,301500,14,1,1,0,0,4,4.0,5,4,3.0
70,5707,6,0.0,583.0,1242,6,180.0,0.0,1,105000,74,0,0,0,0,3,3.0,4,3,4.0
20,9360,6,203.0,976.0,976,4,504.0,1.0,1,157500,38,1,0,0,0,3,3.0,3,4,2.0
50,5680,5,0.0,969.0,1214,6,216.0,0.0,1,117000,106,0,0,0,0,3,3.0,3,3,0.0
20,7000,5,0.0,864.0,864,5,336.0,0.0,1,105000,44,0,0,0,0,3,3.0,4,3,0.0
50,10480,6,0.0,1064.0,1639,6,240.0,0.0,1,115000,72,0,0,0,0,3,3.0,5,3,0.0
20,11578,9,302.0,1736.0,1736,7,834.0,0.0,2,360000,1,0,0,1,0,5,5.0,5,5,4.0
90,7018,5,0.0,0.0,1535,8,400.0,0.0,2,118858,30,0,0,0,0,3,0.0,3,3,0.0
60,9130,6,252.0,800.0,1632,7,484.0,0.0,1,173000,42,1,0,0,0,3,3.0,4,4,0.0
30,10800,3,0.0,630.0,725,4,320.0,0.0,1,78500,119,0,0,0,0,3,3.0,3,3,0.0
60,8244,7,0.0,840.0,1720,7,440.0,0.0,2,183500,3,0,0,0,0,4,4.0,5,4,4.0
20,6000,4,0.0,936.0,936,4,576.0,0.0,1,93000,56,0,0,0,0,2,2.0,3,3,0.0
120,3621,8,72.0,1406.0,1589,7,630.0,1.0,2,226500,4,1,0,0,0,4,4.0,5,4,3.0
60,7837,6,0.0,799.0,1571,7,380.0,0.0,2,178000,16,0,0,0,0,4,4.0,4,3,3.0
20,10665,7,167.0,1453.0,1479,7,558.0,1.0,2,226000,4,0,0,0,0,4,4.0,5,4,0.0
60,10457,5,178.0,784.0,1632,7,898.0,0.0,1,173000,40,0,0,0,0,4,3.0,5,3,3.0
20,8281,5,0.0,864.0,864,5,360.0,0.0,1,62383,44,0,0,0,0,3,3.0,4,3,1.0
60,14948,9,268.0,1452.0,2713,11,858.0,1.0,2,446261,0,1,0,1,0,5,5.0,5,5,4.0
70,7000,7,0.0,624.0,1479,6,312.0,1.0,1,160000,80,0,0,0,0,3,3.0,5,4,4.0
120,3940,7,24.0,1393.0,1576,7,668.0,1.0,2,219990,4,1,0,0,0,4,4.0,5,4,3.0
20,9382,7,125.0,1468.0,1479,6,577.0,0.0,2,191000,9,0,0,0,0,4,4.0,5,4,0.0
40,6854,5,0.0,756.0,1060,6,308.0,1.0,1,136500,82,0,0,0,0,3,3.0,3,3,4.0
30,11515,4,0.0,0.0,943,5,308.0,0.0,1,80000,49,0,0,0,0,3,0.0,3,4,0.0
50,13837,7,178.0,1204.0,2183,9,786.0,0.0,2,229000,18,0,0,0,0,4,4.0,4,4,0.0
60,9938,7,246.0,1050.0,1949,8,574.0,1.0,2,236000,17,0,0,0,0,4,4.0,5,4,3.0
20,12633,10,242.0,1824.0,1824,8,932.0,0.0,2,392000,1,1,0,0,0,5,5.0,5,5,4.0
70,6876,6,0.0,720.0,1930,8,316.0,1.0,2,149000,82,0,0,0,0,3,3.0,2,3,0.0
160,3951,10,0.0,970.0,2393,7,846.0,1.0,2,345000,10,0,0,0,0,5,4.0,5,5,3.0
70,9856,5,0.0,716.0,2014,8,624.0,0.0,2,169000,106,1,0,0,0,4,2.0,5,3,0.0
20,17808,4,0.0,484.0,1242,4,336.0,0.0,1,109900,61,0,0,0,0,3,3.0,3,3,0.0
60,9627,7,94.0,996.0,2000,9,650.0,0.0,2,188000,13,0,0,0,0,3,4.0,5,3,3.0
50,6000,6,0.0,780.0,1412,6,280.0,0.0,1,132500,70,0,0,0,0,3,3.0,5,3,4.0
20,9757,5,0.0,990.0,990,5,440.0,1.0,1,143000,15,0,0,0,0,3,3.0,5,3,0.0
20,9280,5,0.0,1342.0,1342,7,256.0,1.0,1,125000,56,0,0,0,0,3,2.0,5,3,0.0
20,14780,9,568.0,1868.0,1868,7,1085.0,1.0,2,415000,1,1,0,1,0,5,5.0,5,5,4.0
70,7740,4,0.0,622.0,1363,6,528.0,0.0,1,125500,100,0,0,0,0,3,2.0,4,3,0.0
20,9600,6,183.0,1240.0,1632,6,338.0,1.0,2,139000,51,1,0,0,0,3,3.0,4,3,4.0
60,13478,10,420.0,1722.0,2296,10,842.0,1.0,2,451950,1,0,0,1,0,5,5.0,5,5,4.0
90,10926,5,74.0,1678.0,1678,10,0.0,0.0,2,119900,50,1,0,0,0,3,3.0,3,3,0.0
20,6853,8,136.0,1267.0,1296,6,471.0,1.0,2,220000,8,0,0,0,0,4,5.0,5,4,0.0
20,10667,6,302.0,1587.0,1587,7,525.0,0.0,2,167300,36,0,0,0,0,3,3.0,3,3,4.0
50,8212,5,0.0,720.0,1298,6,256.0,0.0,1,122000,68,0,0,0,0,3,3.0,5,3,4.0
90,9100,5,336.0,1728.0,1728,10,504.0,1.0,2,125000,43,0,0,0,0,3,3.0,3,3,0.0
20,6000,5,0.0,928.0,928,5,288.0,0.0,1,112500,51,1,0,0,0,3,3.0,4,3,0.0
60,9316,7,0.0,879.0,1795,7,578.0,0.0,2,191000,2,0,0,0,0,4,4.0,5,4,0.0
20,9464,6,135.0,1080.0,1080,5,288.0,0.0,1,136000,50,1,0,0,0,3,3.0,4,3,0.0
60,10400,7,0.0,866.0,1779,6,546.0,0.0,2,197900,11,0,0,0,0,3,4.0,5,4,0.0
50,5310,6,0.0,485.0,1635,5,255.0,0.0,1,117000,96,1,0,0,0,3,3.0,4,4,0.0
20,7406,7,84.0,1199.0,1220,6,632.0,1.0,2,194000,0,0,0,0,0,4,4.0,5,4,0.0
120,4538,9,179.0,1310.0,1310,5,545.0,1.0,1,285000,7,0,0,0,0,4,5.0,5,4,3.0
190,10106,5,0.0,644.0,1355,6,0.0,1.0,2,127500,68,0,0,0,0,3,3.0,4,3,0.0
60,13346,7,0.0,1095.0,2295,9,590.0,1.0,2,268000,14,0,1,0,0,4,4.0,5,4,3.0
70,9639,4,0.0,1075.0,1798,7,342.0,0.0,2,137000,107,0,0,0,0,3,3.0,5,3,0.0
20,15387,7,0.0,1620.0,1620,8,578.0,0.0,2,215000,41,0,0,0,0,3,3.0,5,4,4.0
20,10050,5,0.0,1216.0,1216,5,336.0,1.0,1,129500,52,1,0,0,0,3,3.0,3,3,0.0
50,6240,5,0.0,896.0,1344,7,240.0,0.0,1,115000,70,0,0,0,0,3,4.0,4,3,0.0
50,7506,5,0.0,747.0,1159,5,288.0,0.0,1,114000,83,0,0,0,0,3,3.0,3,3,0.0
20,8900,4,0.0,1056.0,1056,5,384.0,1.0,1,107000,40,0,0,0,0,3,3.0,3,3,0.0
50,8480,5,0.0,832.0,1216,6,336.0,0.0,1,118500,61,0,0,0,0,3,3.0,3,3,0.0
50,6000,6,0.0,862.0,1158,5,208.0,0.0,1,120000,79,0,0,0,0,3,3.0,3,3,4.0
20,8847,8,148.0,1538.0,1538,7,484.0,1.0,2,260000,2,0,0,0,0,4,4.0,5,4,0.0
20,8050,5,150.0,1143.0,1143,6,308.0,1.0,1,136000,51,1,0,0,0,3,3.0,3,3,0.0
20,8294,4,0.0,858.0,872,5,480.0,0.0,1,123000,36,0,0,0,0,3,3.0,3,3,0.0
50,7920,6,0.0,319.0,1406,6,0.0,0.0,1,89500,88,0,0,0,0,3,3.0,3,2,0.0
20,18494,6,0.0,1324.0,1324,6,430.0,0.0,2,199500,5,0,0,0,0,4,4.0,5,4,0.0
20,7162,5,41.0,876.0,904,6,408.0,0.0,1,109900,42,0,0,0,0,3,3.0,3,3,0.0
70,10918,7,0.0,1276.0,2080,9,282.0,0.0,1,234000,83,0,0,0,0,4,4.0,5,4,4.0
120,4435,6,169.0,848.0,848,3,420.0,1.0,1,155900,2,0,0,0,0,4,4.0,5,4,4.0
50,11250,4,0.0,1104.0,1788,8,304.0,1.0,1,161500,52,0,0,0,0,3,3.0,5,3,3.0
20,14375,6,541.0,819.0,1344,7,525.0,0.0,1,137500,51,0,0,0,0,3,3.0,4,4,4.0
190,9045,5,0.0,840.0,2256,12,0.0,0.0,2,76500,100,0,0,0,0,3,3.0,2,2,0.0
60,10029,6,268.0,1151.0,2060,8,521.0,0.0,2,211000,19,0,0,0,0,4,4.0,3,3,3.0
120,4060,6,0.0,1405.0,1337,5,511.0,1.0,2,181000,10,0,0,0,0,4,4.0,5,4,0.0
80,9020,6,183.0,1127.0,1165,6,490.0,1.0,1,174900,42,0,0,0,0,3,3.0,3,3,0.0
80,11777,5,97.0,1164.0,1320,6,564.0,1.0,1,164500,40,0,0,0,0,3,3.0,5,3,2.0
20,10171,7,168.0,1517.0,1535,7,532.0,0.0,2,214000,6,0,0,1,0,4,4.0,5,4,0.0
60,10400,7,280.0,738.0,2044,7,489.0,0.0,2,185000,28,0,0,0,0,3,4.0,3,3,3.0
50,6240,4,0.0,704.0,1136,6,336.0,0.0,1,123000,79,0,0,0,0,3,3.0,5,3,0.0
85,12150,6,0.0,1001.0,1299,5,486.0,1.0,2,183500,28,0,0,0,0,3,4.0,3,4,1.0
160,2645,8,456.0,776.0,1441,5,492.0,0.0,2,174000,8,0,0,0,0,4,4.0,5,4,0.0
20,22692,5,0.0,1073.0,1630,6,649.0,0.0,2,130000,54,0,0,0,0,3,3.0,3,3,3.0
70,9600,7,0.0,728.0,1641,6,546.0,0.0,1,178000,81,0,0,0,0,3,3.0,5,5,4.0
60,13830,5,0.0,928.0,1629,6,482.0,0.0,2,189900,13,0,0,0,0,3,4.0,4,3,3.0
120,4435,6,170.0,848.0,848,4,420.0,1.0,1,144000,6,0,0,0,0,4,4.0,5,4,0.0
30,5890,6,0.0,816.0,816,5,432.0,0.0,1,120500,78,0,0,0,0,4,3.0,5,3,0.0
20,10859,5,0.0,1097.0,1097,6,672.0,0.0,1,145000,15,0,0,0,0,3,4.0,5,3,0.0
120,5330,8,0.0,1494.0,1652,6,499.0,1.0,2,251000,7,0,0,0,1,4,4.0,5,5,0.0
90,10778,4,0.0,1768.0,1768,8,0.0,0.0,2,136500,42,1,0,0,0,3,3.0,3,3,0.0
90,6845,4,58.0,0.0,1152,6,0.0,0.0,2,82500,53,0,0,0,0,3,0.0,3,3,0.0
30,21780,2,0.0,0.0,810,4,280.0,0.0,1,57625,99,0,0,0,0,2,0.0,3,3,0.0
120,10307,7,176.0,1350.0,1358,6,484.0,1.0,2,212500,2,0,0,1,0,4,4.0,5,4,4.0
120,4500,6,116.0,1216.0,1216,5,402.0,1.0,2,164000,8,1,0,0,0,3,5.0,5,3,0.0
50,9060,6,327.0,967.0,1638,6,384.0,0.0,2,139000,49,0,0,0,0,3,3.0,4,4,0.0
160,2160,7,212.0,600.0,1252,4,462.0,1.0,2,160000,9,0,0,0,0,4,4.0,5,4,0.0
85,7669,5,0.0,828.0,883,5,698.0,1.0,1,149000,17,0,0,0,0,3,4.0,3,3,2.0
20,9858,5,0.0,864.0,874,5,288.0,1.0,1,130000,41,0,0,0,0,3,3.0,3,3,0.0
70,10300,7,0.0,576.0,1710,9,480.0,0.0,2,140000,89,0,0,0,0,3,3.0,4,3,0.0
20,8125,8,288.0,1836.0,1836,8,517.0,0.0,2,264500,1,1,0,0,0,4,4.0,5,4,4.0
20,14850,5,0.0,1092.0,1092,6,299.0,1.0,1,141000,49,0,0,0,0,3,3.0,3,3,3.0
120,4274,7,0.0,1241.0,1241,4,569.0,1.0,1,199900,1,0,0,0,0,4,4.0,5,4,0.0
20,9650,6,360.0,1350.0,1334,6,630.0,0.0,2,167900,32,0,0,0,0,3,4.0,3,3,3.0
20,14585,6,85.0,1144.0,1429,7,572.0,0.0,1,181900,47,0,0,0,0,3,3.0,5,4,4.0
20,9000,8,36.0,1566.0,1566,7,750.0,1.0,2,262500,2,0,0,0,0,4,4.0,5,4,0.0
60,13774,7,283.0,908.0,2288,8,520.0,0.0,1,230000,32,1,0,0,0,3,4.0,5,4,3.0
120,5119,9,60.0,1698.0,1709,5,506.0,1.0,2,328900,9,0,0,0,0,4,5.0,5,4,3.0
20,9254,8,210.0,1721.0,1721,7,554.0,1.0,2,232698,2,0,0,1,0,4,4.0,5,4,0.0
20,10324,8,140.0,1254.0,1254,5,810.0,1.0,2,221800,1,0,0,0,0,4,4.0,5,4,0.0
50,8375,5,0.0,576.0,1350,6,627.0,1.0,1,152400,67,0,0,0,0,3,3.0,4,4,0.0
20,9750,7,171.0,1630.0,1630,6,451.0,0.0,2,213000,9,0,0,0,0,4,4.0,5,4,3.0
60,7632,7,96.0,784.0,1585,7,449.0,0.0,2,184900,1,0,0,0,0,4,4.0,5,4,0.0
190,15750,5,56.0,1165.0,1336,5,375.0,1.0,1,157000,53,1,0,0,0,3,3.0,3,3,4.0
20,9240,5,0.0,864.0,1211,6,576.0,0.0,1,144000,44,1,0,0,0,3,3.0,4,3,3.0
20,10400,6,253.0,1259.0,1353,5,478.0,1.0,2,192350,28,0,0,0,0,3,4.0,5,3,3.0
20,8800,7,202.0,1174.0,1200,6,440.0,0.0,2,163500,41,1,0,0,0,3,3.0,5,3,3.0
60,11839,7,99.0,1475.0,2329,10,514.0,1.0,2,262280,18,1,0,0,0,3,4.0,5,4,5.0
20,9135,7,113.0,1536.0,1536,7,532.0,1.0,2,214000,6,0,0,0,0,4,4.0,5,4,0.0
20,14115,6,0.0,1073.0,1811,6,470.0,0.0,1,230000,50,0,0,0,0,3,3.0,5,5,4.0
60,14154,7,350.0,1063.0,2172,9,947.0,0.0,2,280000,1,0,0,1,0,4,5.0,5,4,4.0
20,6565,4,0.0,1073.0,1073,6,720.0,1.0,1,140000,50,0,0,0,0,3,3.0,4,3,0.0
60,7700,6,351.0,756.0,1839,7,442.0,0.0,1,155000,44,0,0,0,0,3,3.0,3,3,3.0
50,4761,3,0.0,1020.0,1020,5,0.0,0.0,1,64500,88,0,0,0,0,2,3.0,2,2,0.0
60,12361,6,85.0,946.0,1802,8,1017.0,0.0,2,218000,17,0,0,0,0,4,4.0,5,4,4.0
80,9720,5,51.0,995.0,1009,6,576.0,0.0,2,160000,30,0,0,0,0,3,3.0,3,3,2.0
20,8640,8,0.0,1338.0,1338,6,598.0,0.0,2,208900,0,0,0,0,0,4,4.0,5,4,0.0
20,47007,5,0.0,0.0,3820,11,624.0,0.0,3,284700,49,0,0,0,0,3,0.0,3,5,4.0
160,3180,7,0.0,689.0,1392,5,540.0,0.0,2,146000,1,0,0,0,0,4,4.0,5,4,0.0
120,14963,8,0.0,1260.0,1288,4,500.0,1.0,1,245500,12,0,0,0,0,4,4.0,5,5,4.0
45,5000,6,0.0,992.0,1013,6,160.0,0.0,1,113000,82,0,0,0,0,3,3.0,5,3,0.0
20,16870,8,238.0,1782.0,1782,7,932.0,1.0,2,296000,5,1,0,1,0,4,5.0,5,4,4.0
20,14157,9,200.0,1922.0,1922,8,676.0,1.0,2,377426,2,1,0,0,1,4,5.0,5,4,4.0
20,12456,10,230.0,1700.0,1718,7,786.0,1.0,2,337500,3,1,0,1,0,5,5.0,5,5,4.0
20,14836,10,730.0,2492.0,2492,8,949.0,1.0,2,552000,5,1,0,1,0,5,5.0,5,5,5.0
50,6956,4,0.0,624.0,936,5,265.0,0.0,1,97900,58,0,0,0,0,3,2.0,5,3,0.0
20,7862,6,0.0,1218.0,1218,4,676.0,0.0,2,208300,0,0,0,0,0,4,4.0,5,4,0.0
60,11050,7,0.0,910.0,1820,8,816.0,0.0,2,213000,12,0,0,0,0,3,4.0,5,4,3.0
60,8924,7,0.0,880.0,1724,8,527.0,0.0,2,188000,10,0,0,0,0,3,4.0,5,4,0.0
20,9610,6,632.0,1121.0,1336,7,488.0,0.0,1,162000,48,1,0,0,0,3,3.0,5,3,3.0
50,13710,5,0.0,910.0,1558,6,282.0,0.0,1,152000,57,0,0,0,0,3,3.0,3,3,0.0
60,12552,7,0.0,991.0,1947,8,678.0,0.0,2,254900,6,0,0,0,0,4,4.0,5,4,4.0
60,14565,7,145.0,832.0,1657,6,483.0,0.0,2,189000,14,0,0,0,0,4,4.0,5,4,0.0
20,18559,7,383.0,2048.0,2064,7,550.0,1.0,2,235000,30,1,0,0,0,4,4.0,3,4,2.0
190,10880,5,0.0,1164.0,1164,5,240.0,1.0,1,125000,58,0,0,0,0,3,3.0,3,3,0.0
120,2280,7,0.0,836.0,836,4,308.0,0.0,1,120000,35,0,0,0,0,3,4.0,5,3,0.0
20,31250,1,0.0,0.0,1600,6,270.0,0.0,1,81500,55,0,0,0,0,3,0.0,3,3,0.0
90,11841,6,104.0,816.0,816,5,0.0,1.0,1,118500,17,0,0,0,0,3,4.0,3,3,0.0
20,9187,9,162.0,1766.0,1766,7,478.0,1.0,2,370878,0,0,0,0,0,5,5.0,5,5,4.0
90,6270,5,0.0,1001.0,2002,8,871.0,0.0,2,145000,58,0,0,0,0,3,3.0,3,3,0.0
50,15660,7,312.0,798.0,1954,8,431.0,0.0,1,311500,69,0,0,0,0,4,3.0,5,4,3.0
120,3087,7,14.0,1220.0,1364,6,437.0,1.0,2,210250,0,0,0,0,0,4,4.0,5,4,4.0
60,13450,7,0.0,916.0,1861,8,492.0,1.0,2,200000,4,0,0,0,0,4,4.0,5,4,0.0
90,10125,5,0.0,0.0,1734,8,539.0,0.0,2,126000,32,0,0,0,0,3,0.0,3,4,0.0
70,8146,4,0.0,405.0,1039,6,281.0,0.0,1,114000,109,0,0,0,0,4,2.0,4,3,0.0
70,9600,4,0.0,677.0,1510,7,720.0,0.0,2,87500,99,0,0,0,0,4,2.0,3,4,0.0
60,12328,8,146.0,1149.0,2541,10,729.0,1.0,3,349265,2,1,0,0,1,4,5.0,5,5,4.0
20,10141,8,264.0,1512.0,1512,6,845.0,0.0,2,203000,5,0,0,0,0,4,4.0,5,4,0.0
20,8529,7,0.0,1454.0,1434,6,527.0,0.0,2,189000,8,0,0,0,0,4,4.0,5,4,3.0
60,8127,7,0.0,812.0,1653,6,628.0,1.0,2,209000,6,0,0,0,0,4,4.0,5,4,0.0
70,8400,6,0.0,917.0,2007,8,357.0,0.0,2,160000,109,0,0,0,0,3,2.0,4,5,0.0
20,10751,5,44.0,1037.0,1037,5,431.0,1.0,1,129000,33,0,0,0,0,3,2.0,3,3,0.0
20,10010,5,0.0,1389.0,1389,6,418.0,1.0,1,170000,32,0,0,0,0,3,4.0,4,3,3.0
30,4280,5,0.0,440.0,694,4,352.0,0.0,1,90350,94,0,0,0,0,3,3.0,3,4,4.0
50,9600,6,0.0,572.0,1096,5,0.0,0.0,1,79000,84,0,0,0,0,3,3.0,2,3,0.0
20,9800,5,0.0,894.0,894,5,552.0,1.0,1,149900,34,0,0,0,0,3,3.0,3,3,0.0
20,7560,5,0.0,864.0,864,5,576.0,1.0,1,123000,37,1,0,0,0,3,4.0,3,3,0.0
70,9600,4,0.0,1095.0,1774,8,779.0,1.0,2,87000,106,0,0,0,0,3,3.0,2,3,0.0
80,9880,6,0.0,1096.0,1118,6,358.0,1.0,1,171000,31,0,0,0,0,3,3.0,3,3,1.0
50,9600,6,0.0,1032.0,1252,6,288.0,0.0,1,119000,58,0,0,0,0,3,3.0,3,3,0.0
20,7931,5,0.0,1148.0,1148,6,672.0,1.0,1,132500,50,1,0,0,0,3,3.0,3,3,0.0
70,5100,8,0.0,588.0,1666,7,228.0,0.0,1,161000,83,1,0,0,0,3,3.0,2,4,4.0
60,9720,9,134.0,1357.0,1947,7,725.0,1.0,2,274000,7,0,0,0,0,4,4.0,5,4,3.0
20,8521,5,0.0,912.0,912,5,336.0,0.0,1,125000,43,0,0,0,0,3,3.0,3,3,2.0
90,8741,5,0.0,1195.0,1195,8,0.0,0.0,2,98500,61,0,0,0,0,3,3.0,3,3,0.0
20,12461,8,0.0,1624.0,1624,5,757.0,1.0,2,262000,12,0,1,0,0,4,4.0,5,4,2.0
20,6950,5,40.0,914.0,914,5,444.0,1.0,1,134900,30,0,0,0,0,3,3.0,3,3,0.0
20,16905,5,0.0,1350.0,1328,5,308.0,0.0,1,170000,48,0,0,0,0,3,3.0,4,3,4.0
70,7155,6,0.0,686.0,1461,6,225.0,0.0,1,135000,81,0,0,0,0,3,3.0,3,3,4.0
60,9205,6,304.0,930.0,2683,9,473.0,1.0,2,290000,18,1,1,0,0,4,4.0,5,4,4.0
20,7697,7,0.0,1246.0,1258,6,462.0,0.0,2,173500,0,0,0,0,0,4,4.0,5,4,0.0
20,7800,5,0.0,896.0,2008,8,230.0,1.0,3,225000,58,0,0,0,0,3,3.0,5,5,0.0
20,14357,5,0.0,864.0,1187,6,440.0,1.0,1,140500,46,1,0,0,0,3,3.0,3,3,3.0
20,8775,5,0.0,990.0,990,5,299.0,0.0,1,126000,13,0,0,0,0,3,4.0,4,3,0.0
160,2645,8,466.0,960.0,1586,7,480.0,1.0,2,170000,9,0,0,0,0,4,4.0,5,4,0.0
20,13568,5,0.0,990.0,990,5,576.0,0.0,1,156000,11,0,0,0,0,3,4.0,5,3,0.0
20,16321,5,0.0,1484.0,1600,6,319.0,1.0,1,207500,49,0,0,0,0,3,3.0,3,3,4.0
60,8640,8,0.0,896.0,1792,8,590.0,0.0,2,255000,0,0,0,0,0,4,4.0,5,4,0.0
180,1596,4,0.0,462.0,988,4,297.0,1.0,1,94900,35,0,0,0,0,3,4.0,3,3,1.0
20,7315,5,0.0,1170.0,1170,6,338.0,0.0,1,140000,49,1,0,0,0,3,3.0,3,3,3.0
70,7614,3,0.0,738.0,1376,7,216.0,0.0,1,96900,101,0,0,0,0,3,3.0,4,3,0.0
20,11000,5,200.0,1154.0,1154,6,480.0,0.0,1,154000,43,0,0,0,0,3,3.0,5,3,1.0
70,10337,8,0.0,725.0,1772,7,816.0,0.0,2,184900,97,1,0,0,0,4,3.0,5,4,0.0
20,14803,10,816.0,2078.0,2084,7,1220.0,1.0,2,385000,1,1,0,1,0,5,5.0,5,5,4.0
30,8765,4,0.0,951.0,951,6,327.0,0.0,1,106500,70,0,0,0,0,3,3.0,5,3,0.0
60,12720,8,150.0,1455.0,2687,10,810.0,1.0,2,327000,9,0,1,0,0,4,4.0,5,4,3.0
20,11128,9,198.0,2458.0,2490,9,795.0,1.0,2,468000,4,1,0,0,0,5,5.0,5,5,4.0
50,5160,6,0.0,1204.0,1666,4,384.0,0.0,1,135000,82,0,0,0,0,3,3.0,3,3,0.0
20,13072,6,0.0,1141.0,1141,6,484.0,0.0,1,142500,1,0,0,0,0,4,4.0,5,3,0.0
60,8814,5,0.0,732.0,1464,7,470.0,0.0,1,141000,40,0,0,0,0,3,3.0,5,3,0.0
190,7000,5,0.0,1117.0,1347,5,0.0,1.0,1,107500,98,0,0,0,0,3,4.0,3,3,0.0
190,4484,5,0.0,672.0,1282,4,240.0,1.0,1,108500,65,0,0,0,0,3,3.0,3,3,0.0
60,9019,6,0.0,636.0,1320,6,472.0,0.0,2,150000,12,0,0,0,0,3,4.0,5,4,0.0
50,8520,3,0.0,216.0,936,6,0.0,0.0,1,78000,90,0,0,0,0,3,2.0,2,3,0.0
20,11932,8,186.0,1580.0,1580,7,830.0,0.0,2,235128,1,0,0,0,0,4,4.0,5,4,0.0
20,115149,7,351.0,1643.0,1824,5,739.0,1.0,2,302000,36,0,0,0,0,3,4.0,3,4,3.0
20,14330,5,0.0,864.0,1558,5,440.0,1.0,2,163000,33,0,0,0,0,3,3.0,3,3,0.0
30,8777,3,0.0,0.0,640,5,240.0,0.0,1,84900,65,0,0,0,0,3,0.0,3,3,0.0
160,2308,6,0.0,855.0,1322,6,440.0,0.0,2,147000,35,0,0,0,0,3,3.0,3,3,2.0
70,2500,7,0.0,910.0,1826,7,164.0,1.0,1,155000,94,0,0,0,0,4,3.0,5,5,4.0
20,8049,7,54.0,1309.0,1339,6,484.0,1.0,2,180000,16,1,0,0,0,3,4.0,3,3,3.0
190,5600,4,0.0,0.0,1092,7,0.0,0.0,2,55000,80,1,0,0,0,2,0.0,2,2,0.0
80,9590,7,442.0,868.0,1146,6,438.0,1.0,2,187500,4,0,0,0,0,4,5.0,5,4,4.0
80,7200,6,255.0,1041.0,1125,6,352.0,1.0,1,125000,33,1,0,0,0,3,3.0,5,3,2.0
50,11500,7,0.0,1017.0,2057,6,180.0,0.0,1,250000,70,0,0,0,0,4,4.0,4,4,4.0
30,6756,5,0.0,481.0,899,5,200.0,0.0,1,78000,98,0,0,0,0,3,3.0,3,3,0.0
190,11426,4,0.0,828.0,1594,9,0.0,0.0,2,118000,98,0,0,0,0,3,3.0,4,3,0.0
20,12030,8,254.0,1694.0,1694,7,818.0,0.0,2,318000,0,1,0,1,0,5,5.0,5,4,0.0
60,9554,8,125.0,777.0,1911,8,471.0,0.0,2,215000,13,0,0,0,0,4,4.0,5,4,3.0
30,8534,4,0.0,432.0,672,4,0.0,0.0,1,72000,81,0,0,0,0,3,2.0,3,3,0.0
20,11361,6,160.0,1193.0,1523,7,478.0,0.0,2,180000,32,0,0,0,0,3,4.0,3,3,3.0
20,12416,6,132.0,1606.0,1651,7,616.0,1.0,2,184000,22,0,0,0,0,3,4.0,3,3,3.0
20,9600,5,132.0,1041.0,1041,6,270.0,1.0,1,124500,50,0,0,0,0,3,3.0,5,3,0.0
90,8267,5,0.0,1604.0,1604,8,576.0,0.0,2,135000,52,0,0,0,0,3,3.0,3,3,0.0
50,6000,6,0.0,981.0,1672,6,240.0,0.0,1,164900,68,0,0,0,0,3,3.0,5,4,4.0
20,9600,7,168.0,1164.0,1164,6,528.0,0.0,1,140000,37,1,0,0,0,3,3.0,3,3,0.0
20,7350,5,0.0,1041.0,1041,6,294.0,0.0,1,128000,51,1,0,0,0,3,3.0,4,3,0.0
85,7703,6,40.0,450.0,1034,6,504.0,0.0,1,153000,30,0,0,0,0,3,4.0,5,3,1.0
