MS SubClass,Lot Area,Overall Qual,Mas Vnr Area,Total Bsmt SF,Gr Liv Area,TotRms AbvGrd,Fireplaces,Garage Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Pool Area,SalePrice,Overall Cond,Lot Frontage,Bsmt Unf SF,years_remod,years_to_sell,Lot Shape_IR1,Lot Shape_IR2,Lot Shape_IR3,Lot Shape_Reg,Land Contour_Bnk,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_Corner,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Land Slope_Gtl,Land Slope_Mod,Land Slope_Sev,MS Zoning_A (agr),MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,House Style_1.5Fin,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Roof Style_Flat,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Exter Qual Ord,Exter Cond Ord,Bsmt Qual Ord,Bsmt Cond Ord,Heating QC Ord,Kitchen Qual Ord,Fireplace Qu Ord,Garage Qual Ord,PorchArea
20,6600,5,0.0,816.0,816,5,1,264.0,0.0,1,0,3,1,0,130500,9,60.0,175.0,-26,26,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3.0,3.0,5,4,5.0,3.0,0
50,8405,4,0.0,0.0,1529,9,0,240.0,0.0,2,0,4,1,0,98000,3,50.0,0.0,-5,64,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,3,3,0.0,3.0,185
20,11778,9,554.0,2271.0,2276,7,2,1348.0,1.0,2,0,3,1,0,475000,5,91.0,186.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4.0,3.0,5,5,4.0,4.0,325
30,8967,5,0.0,961.0,1077,6,0,338.0,0.0,1,0,2,1,0,67000,2,60.0,961.0,-30,87,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2.0,1.0,4,3,0.0,1.0,0
60,10562,8,300.0,1582.0,2161,8,1,789.0,1.0,1,1,3,1,0,325624,5,86.0,294.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,5.0,3.0,5,5,4.0,3.0,120
20,12864,7,0.0,1409.0,1409,4,1,576.0,1.0,1,1,1,1,0,245000,5,44.0,17.0,0,5,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4.0,3.0,5,4,4.0,3.0,289
20,13695,5,0.0,1114.0,1114,6,0,576.0,1.0,1,1,3,1,0,159000,5,66.0,468.0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3.0,3.0,5,4,0.0,3.0,102
20,10289,5,168.0,1073.0,1073,6,0,515.0,1.0,1,1,3,1,0,156000,7,79.0,237.0,0,42,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.0,3.0,3,3,0.0,3.0,0
20,15431,10,200.0,3094.0,2402,10,2,672.0,1.0,2,0,2,1,0,555000,5,105.0,788.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,5.0,3.0,5,5,4.0,3.0,242
20,11120,6,0.0,1232.0,1232,6,0,516.0,0.0,2,0,3,1,0,162500,6,0.0,572.0,0,24,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4.0,3.0,3,3,0.0,3.0,0
90,9069,6,0.0,1344.0,1440,8,0,920.0,2.0,2,0,2,2,0,224500,8,73.0,0.0,0,13,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,4.0,3.0,4,4,0.0,3.0,0
20,47280,6,44.0,1488.0,1488,6,1,738.0,0.0,2,1,3,1,0,133000,5,0.0,1488.0,0,58,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.0,3.0,4,3,3.0,3.0,180
60,7875,7,0.0,783.0,1509,8,1,393.0,0.0,2,1,3,1,0,180000,5,63.0,783.0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4.0,3.0,5,4,4.0,3.0,75
20,6600,5,0.0,845.0,845,6,0,264.0,0.0,1,0,3,1,0,134500,6,60.0,207.0,-23,26,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.0,3.0,4,4,0.0,3.0,0
60,13682,10,1031.0,1410.0,2945,10,1,641.0,0.0,3,1,3,1,0,438780,5,66.0,1410.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,5.0,3.0,5,4,4.0,3.0,37
80,9150,6,305.0,1099.0,1431,6,1,296.0,0.0,1,0,3,1,0,165000,5,101.0,728.0,0,46,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4.0,3.0,4,3,4.0,3.0,110
20,7150,5,60.0,892.0,892,5,0,288.0,0.0,1,0,3,1,0,100000,5,65.0,460.0,0,42,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.0,3.0,3,3,0.0,3.0,0
20,12285,7,128.0,1329.0,1329,5,2,441.0,0.0,1,1,3,1,0,176000,6,0.0,785.0,0,49,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.0,3.0,4,3,4.0,3.0,203
20,17920,5,0.0,1763.0,1779,6,1,454.0,1.0,1,1,3,1,0,170000,4,102.0,372.0,-19,51,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3.0,3.0,3,3,4.0,3.0,730
120,3684,7,130.0,1373.0,1555,7,1,660.0,0.0,2,0,2,1,0,174000,5,53.0,1373.0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4.0,3.0,5,4,3.0,3.0,20
50,7006,6,0.0,768.0,1236,6,1,384.0,1.0,2,0,3,1,0,127000,6,62.0,647.0,-25,83,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.0,3.0,3,3,4.0,3.0,0
60,8390,7,0.0,831.0,1651,7,1,450.0,0.0,2,1,3,1,0,185900,5,77.0,831.0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4.0,3.0,5,3,3.0,3.0,103
30,5784,5,0.0,190.0,886,4,0,273.0,0.0,1,0,2,1,0,91300,8,50.0,190.0,-58,71,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,2.0,3.0,4,3,0.0,3.0,100
20,9135,6,120.0,1682.0,1700,7,0,544.0,1.0,2,0,3,1,0,200000,5,70.0,1342.0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4.0,3.0,5,4,0.0,3.0,23
50,10496,6,320.0,1040.0,1846,7,1,315.0,0.0,2,0,3,1,0,143000,6,78.0,844.0,-1,58,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.0,3.0,5,3,4.0,3.0,0
50,13650,5,0.0,1052.0,1920,8,1,451.0,1.0,2,0,4,1,0,172500,5,0.0,554.0,0,48,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,3.0,3.0,5,4,4.0,3.0,0
20,8308,4,20.0,1088.0,1088,4,0,520.0,0.0,1,0,2,1,0,110000,6,67.0,115.0,0,44,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3.0,3.0,3,3,0.0,3.0,0
20,9450,4,160.0,1040.0,1362,6,1,768.0,1.0,1,0,3,1,0,140000,5,0.0,265.0,0,52,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.0,3.0,3,3,4.0,3.0,84
20,9317,6,0.0,1314.0,1314,6,1,440.0,0.0,2,0,3,1,0,176432,5,78.0,1290.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4.0,3.0,4,4,4.0,3.0,22
20,7153,6,88.0,1278.0,1294,6,0,496.0,1.0,2,0,3,1,0,179200,5,0.0,78.0,0,17,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,4.0,3.0,4,4,0.0,3.0,51
20,8814,7,80.0,1274.0,1274,6,0,508.0,1.0,2,0,3,1,0,203000,5,68.0,349.0,-2,2,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4.0,3.0,5,4,0.0,3.0,98
20,9849,7,0.0,1689.0,1689,7,0,954.0,0.0,2,0,3,1,0,248328,6,83.0,1689.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,4.0,3.0,5,4,0.0,3.0,56
20,14463,9,406.0,1641.0,1641,7,0,885.0,1.0,2,0,3,1,0,316500,5,79.0,526.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,5.0,3.0,5,5,0.0,3.0,95
50,5190,7,0.0,570.0,1079,5,1,249.0,0.0,1,0,2,1,0,125600,5,50.0,570.0,-2,60,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.0,3.0,3,3,4.0,3.0,0
20,9750,5,164.0,984.0,984,5,0,308.0,1.0,1,0,2,1,0,110000,6,65.0,784.0,0,49,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3.0,3.0,4,2,0.0,3.0,0
30,6000,4,0.0,960.0,960,5,0,308.0,0.0,1,0,2,1,0,108500,4,50.0,710.0,-30,87,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3.0,3.0,4,2,0.0,3.0,168
20,8712,5,0.0,540.0,1044,4,0,504.0,0.0,1,0,2,1,0,55993,5,66.0,540.0,0,58,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3.0,3.0,3,2,0.0,3.0,0
50,11851,5,0.0,1027.0,1633,7,1,240.0,0.0,1,0,3,1,0,129000,7,69.0,247.0,-61,62,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,3.0,3.0,5,4,4.0,3.0,226
20,13811,6,72.0,1112.0,1137,5,1,551.0,1.0,2,0,2,1,0,176000,6,54.0,92.0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,4.0,4.0,4,4,3.0,3.0,0
20,10143,6,295.0,1380.0,1380,6,0,364.0,0.0,1,1,3,1,0,154000,7,83.0,996.0,0,46,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.0,3.0,2,3,0.0,3.0,216
20,18265,6,228.0,1256.0,1256,6,1,578.0,0.0,2,0,3,1,0,180000,5,93.0,276.0,0,22,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4.0,4.0,5,4,2.0,3.0,0
120,4224,5,0.0,1142.0,1142,6,1,528.0,1.0,1,1,3,1,0,134000,5,44.0,268.0,0,31,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4.0,3.0,3,3,1.0,3.0,90
20,12615,6,0.0,1202.0,2158,7,1,576.0,1.0,2,0,4,1,0,243000,7,84.0,725.0,-51,57,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.0,4.0,3,4,4.0,3.0,68
20,14536,8,236.0,1616.0,1629,9,1,808.0,1.0,2,0,3,1,0,270000,5,85.0,316.0,-1,5,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,4.0,3.0,5,4,4.0,3.0,252
20,9187,6,0.0,1084.0,1080,5,0,484.0,0.0,1,1,3,1,0,134000,5,71.0,748.0,0,24,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3.0,3.0,3,3,0.0,3.0,158
60,9900,7,256.0,1347.0,2646,9,1,656.0,1.0,2,1,4,1,0,260000,5,90.0,360.0,0,16,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,4.0,3.0,5,4,3.0,3.0,204
60,8333,7,0.0,738.0,1491,7,1,484.0,0.0,2,1,3,1,0,168675,5,64.0,738.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4.0,3.0,4,4,4.0,3.0,30
80,10147,6,32.0,392.0,1694,7,1,398.0,0.0,2,1,3,1,0,160000,5,0.0,206.0,0,13,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4.0,3.0,4,3,3.0,3.0,64
50,5914,5,0.0,684.0,1080,5,0,0.0,0.0,1,0,3,1,0,95000,9,44.0,684.0,-106,118,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,2.0,3.0,4,4,0.0,0.0,195
60,11646,6,0.0,704.0,1422,7,1,440.0,0.0,2,1,3,1,0,173000,5,79.0,704.0,-1,4,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4.0,3.0,5,4,4.0,3.0,28
20,7200,7,0.0,1293.0,1301,5,1,572.0,1.0,2,0,2,1,0,187750,5,60.0,1293.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,4.0,4.0,5,4,4.0,3.0,121
60,20544,7,123.0,791.0,2093,7,1,542.0,0.0,2,1,3,1,0,215000,6,46.0,791.0,-5,22,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,4.0,3.0,4,3,3.0,3.0,63
20,9981,5,340.0,1073.0,1073,6,0,270.0,0.0,1,0,3,1,0,120000,5,0.0,852.0,0,41,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3.0,3.0,4,3,0.0,3.0,90
20,8251,7,143.0,1494.0,1506,7,1,672.0,1.0,2,0,3,1,0,249000,5,70.0,716.0,-1,2,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,4.0,4.0,5,4,4.0,3.0,35
20,10140,7,264.0,1334.0,1334,7,0,477.0,1.0,2,0,3,1,0,164500,6,78.0,713.0,0,39,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3.0,3.0,4,3,0.0,3.0,319
120,8239,7,0.0,0.0,1295,5,0,312.0,0.0,2,0,2,1,0,230000,5,0.0,0.0,0,20,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.0,0.0,4,4,0.0,3.0,0
70,5700,7,0.0,672.0,1344,6,1,456.0,1.0,1,1,3,1,0,140000,6,0.0,336.0,-61,78,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3.0,3.0,4,4,4.0,3.0,70
20,7200,5,0.0,732.0,732,4,0,240.0,1.0,1,0,2,1,0,118900,7,60.0,0.0,0,57,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3.0,4.0,3,3,0.0,3.0,68
20,9178,8,0.0,1468.0,1468,6,1,904.0,0.0,2,0,3,1,0,239900,5,71.0,1468.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4.0,3.0,5,4,4.0,3.0,142
120,4043,6,0.0,1069.0,1069,4,1,440.0,0.0,2,0,2,1,0,146300,5,53.0,186.0,0,31,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,4.0,3.0,4,3,1.0,3.0,280
